pretty_comp,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,minimum Number,maximum Number,range Number,mean Number,avg_dev Number,mode Number,minimum MendeleevNumber,maximum MendeleevNumber,range MendeleevNumber,mean MendeleevNumber,avg_dev MendeleevNumber,mode MendeleevNumber,minimum AtomicWeight,maximum AtomicWeight,range AtomicWeight,mean AtomicWeight,avg_dev AtomicWeight,mode AtomicWeight,minimum MeltingT,maximum MeltingT,range MeltingT,mean MeltingT,avg_dev MeltingT,mode MeltingT,minimum Column,maximum Column,range Column,mean Column,avg_dev Column,mode Column,minimum Row,maximum Row,range Row,mean Row,avg_dev Row,mode Row,minimum CovalentRadius,maximum CovalentRadius,range CovalentRadius,mean CovalentRadius,avg_dev CovalentRadius,mode CovalentRadius,minimum Electronegativity,maximum Electronegativity,range Electronegativity,mean Electronegativity,avg_dev Electronegativity,mode Electronegativity,minimum NsValence,maximum NsValence,range NsValence,mean NsValence,avg_dev NsValence,mode NsValence,minimum NpValence,maximum NpValence,range NpValence,mean NpValence,avg_dev NpValence,mode NpValence,minimum NdValence,maximum NdValence,range NdValence,mean NdValence,avg_dev NdValence,mode NdValence,minimum NfValence,maximum NfValence,range NfValence,mean NfValence,avg_dev NfValence,mode NfValence,minimum NValence,maximum NValence,range NValence,mean NValence,avg_dev NValence,mode NValence,minimum NsUnfilled,maximum NsUnfilled,range NsUnfilled,mean NsUnfilled,avg_dev NsUnfilled,mode NsUnfilled,minimum NpUnfilled,maximum NpUnfilled,range NpUnfilled,mean NpUnfilled,avg_dev NpUnfilled,mode NpUnfilled,minimum NdUnfilled,maximum NdUnfilled,range NdUnfilled,mean NdUnfilled,avg_dev NdUnfilled,mode NdUnfilled,minimum NfUnfilled,maximum NfUnfilled,range NfUnfilled,mean NfUnfilled,avg_dev NfUnfilled,mode NfUnfilled,minimum NUnfilled,maximum NUnfilled,range NUnfilled,mean NUnfilled,avg_dev NUnfilled,mode NUnfilled,minimum GSvolume_pa,maximum GSvolume_pa,range GSvolume_pa,mean GSvolume_pa,avg_dev GSvolume_pa,mode GSvolume_pa,minimum GSbandgap,maximum GSbandgap,range GSbandgap,mean GSbandgap,avg_dev GSbandgap,mode GSbandgap,minimum GSmagmom,maximum GSmagmom,range GSmagmom,mean GSmagmom,avg_dev GSmagmom,mode GSmagmom,minimum SpaceGroupNumber,maximum SpaceGroupNumber,range SpaceGroupNumber,mean SpaceGroupNumber,avg_dev SpaceGroupNumber,mode SpaceGroupNumber,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,compound possible,max ionic char,avg ionic char,delta_e,magmom_pa,energy_pa,stability,bandgap,volume_pa
CsFeO2,3,0.6123724356957945,0.538608672507971,0.5060993646249713,0.5011086692289443,0.5000975705253322,8.0,55.0,47.0,24.25,16.25,8.0,5.0,87.0,82.0,58.5,28.5,87.0,15.9994,132.9054519,116.9060519,55.187312975,39.187912975,15.9994,54.8,1811.0,1756.2,555.5475,627.7262499999999,54.8,1.0,16.0,15.0,10.25,5.75,16.0,2.0,6.0,4.0,3.5,1.5,2.0,66.0,244.0,178.0,127.0,61.0,66.0,0.79,3.44,2.65,2.375,1.065,3.44,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.0,2.0,4.0,0.0,6.0,6.0,1.5,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,5.25,2.125,6.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,4.0,4.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.25,0.875,2.0,9.105,115.765,106.66,36.17625,39.794375,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.5276657,0.79149855,0.0,12.0,229.0,217.0,120.5,108.5,12.0,1.75,2.0,1.5,0.0,True,0.8272007909708047,0.1778232316471248,-1.66260180754,1.2499981000000002,-5.6536547925,0.0279281564062,1.597,19.7966
TlFeSe2,3,0.6123724356957945,0.538608672507971,0.5060993646249713,0.5011086692289443,0.5000975705253322,26.0,81.0,55.0,43.75,18.625,34.0,55.0,89.0,34.0,77.25,11.75,89.0,55.845,204.3833,148.5383,104.537075,49.9231125,78.96,494.0,1811.0,1317.0,844.0,483.5,494.0,8.0,16.0,8.0,13.25,2.75,16.0,4.0,6.0,2.0,4.5,0.75,4.0,120.0,145.0,25.0,129.25,9.25,120.0,1.62,2.55,0.9299999999999996,2.1375,0.4124999999999998,2.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.25,1.75,4.0,6.0,10.0,4.0,9.0,1.5,10.0,0.0,14.0,14.0,3.5,5.25,0.0,8.0,27.0,19.0,16.75,5.125,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.25,1.375,2.0,0.0,4.0,4.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.25,1.25,2.0,10.73,26.91,16.18,22.37,5.82,25.92,0.0,0.799,0.799,0.3995,0.3995,0.799,0.0,2.1106628,2.1106628,0.5276657,0.79149855,0.0,14.0,229.0,215.0,112.75,98.75,14.0,2.0,2.25,9.0,3.5,True,0.1944459681757965,0.0401851815671407,-0.27447181,0.6542140375,-4.68188764625,0.0503499322499999,0.0,25.9037
SrMoO3,3,0.66332495807108,0.6144633651371695,0.6009844187491661,0.6000783545597032,0.6000020321795635,8.0,42.0,34.0,20.8,15.360000000000005,8.0,8.0,87.0,79.0,63.8,27.84,87.0,15.9994,95.96,79.9606,46.31564,36.379488,15.9994,54.8,2896.0,2841.2,822.0799999999999,920.736,54.8,2.0,16.0,14.0,11.2,5.76,16.0,2.0,5.0,3.0,3.2,1.44,2.0,66.0,195.0,129.0,109.4,52.08,66.0,0.95,3.44,2.49,2.686,0.9048,3.44,1.0,2.0,1.0,1.8,0.3199999999999999,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,5.2,1.2799999999999998,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,2.4,1.44,2.0,9.105,54.23,45.125,19.447,13.9132,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,98.0,103.2,12.0,1.8,2.4,1.0,0.0,True,0.7877573323062756,0.1471215697222385,-2.60909595953,0.0001617,-7.829272777999999,0.0273269068479,0.0,12.6183
SrMnSn,3,0.5773502691896257,0.4807498567691361,0.4152436465385057,0.389976937586229,0.3720410580113014,25.0,50.0,25.0,37.66666666666666,8.444444444444445,25.0,8.0,80.0,72.0,46.66666666666666,25.777777777777786,8.0,54.938045,118.71,63.77195499999999,87.08934833333335,21.43420222222221,54.938045,505.08,1519.0,1013.92,1024.6933333333334,346.4088888888889,505.08,2.0,14.0,12.0,7.666666666666667,4.222222222222222,2.0,4.0,5.0,1.0,4.666666666666667,0.4444444444444443,4.0,139.0,195.0,56.0,157.66666666666666,24.88888888888889,139.0,0.95,1.96,1.01,1.4866666666666666,0.3577777777777778,0.95,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.6666666666666666,0.8888888888888888,0.0,0.0,10.0,10.0,5.0,3.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,12.0,7.666666666666667,4.222222222222222,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.3333333333333333,1.7777777777777777,0.0,0.0,5.0,5.0,1.6666666666666667,2.2222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,2.0,0.0,10.4875862069,54.23,43.7424137931,32.66752873563333,14.786628352488888,10.4875862069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,0.000310120689655,0.0001033735632183,0.0001378314176244,0.0,141.0,225.0,84.0,194.33333333333331,35.55555555555555,141.0,2.0,0.6666666666666666,5.0,0.0,True,0.2251028747092087,0.0391473200344851,-0.264693576881,1.34761008333,-5.13933023333,0.219511801157,0.0,27.7918
ErNiC2,3,0.6123724356957945,0.538608672507971,0.5060993646249713,0.5011086692289443,0.5000975705253322,6.0,68.0,62.0,27.0,21.0,6.0,35.0,77.0,42.0,62.5,14.5,77.0,12.0107,167.259,155.24829999999997,62.49345,52.382775,12.0107,1728.0,3823.0,2095.0,2786.0,1037.0,3823.0,3.0,14.0,11.0,10.25,3.75,14.0,2.0,6.0,4.0,3.5,1.5,2.0,76.0,189.0,113.0,116.25,40.25,76.0,1.24,2.55,1.3099999999999998,2.0625,0.4874999999999999,2.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,8.0,8.0,2.0,3.0,0.0,0.0,12.0,12.0,3.0,4.5,0.0,4.0,14.0,10.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,2.0,4.0,0.0,2.0,2.0,0.5,0.75,0.0,0.0,2.0,2.0,0.5,0.75,0.0,2.0,4.0,2.0,3.0,1.0,4.0,5.64,30.585,24.945,13.04625,8.769375,5.64,0.0,4.496,4.496,2.248,2.248,4.496,0.0,0.5953947,0.5953947,0.148848675,0.2232730125,0.0,194.0,225.0,31.0,201.75,11.625,194.0,2.0,1.0,2.0,3.0,False,0.3488563496137111,0.062408297180895,-0.34408195125,-6.7625e-05,-7.485109965,-0.0771974071117,0.0,11.8839
Tl(NiSe)2,3,0.6000000000000001,0.5142563181316472,0.4609063239604281,0.4418818424353128,0.4287303134918266,28.0,81.0,53.0,41.0,16.0,28.0,61.0,89.0,28.0,75.2,11.36,61.0,58.6934,204.3833,145.6899,95.93801999999998,43.37811199999999,58.6934,494.0,1728.0,1234.0,1004.2,579.04,494.0,10.0,16.0,6.0,13.0,2.4,10.0,4.0,6.0,2.0,4.4,0.6400000000000002,4.0,120.0,145.0,25.0,126.6,7.359999999999997,120.0,1.62,2.55,0.9299999999999996,2.108,0.3535999999999998,1.91,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,1.8,1.7600000000000002,0.0,8.0,10.0,2.0,9.2,0.9600000000000002,8.0,0.0,14.0,14.0,2.8,4.48,0.0,10.0,27.0,17.0,15.8,4.64,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.8,1.44,0.0,0.0,2.0,2.0,0.8,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,2.6,0.9600000000000002,2.0,10.32,26.91,16.59,19.878,7.6464,10.32,0.0,0.799,0.799,0.3196,0.38352,0.0,0.0,0.5953947,0.5953947,0.23815788,0.285789456,0.0,14.0,225.0,211.0,134.4,96.32,14.0,2.0,1.8,9.2,2.8,False,0.1944459681757965,0.0327931727690051,-0.281535321,0.00483688,-4.372536238,0.0177675286,0.0,20.3405
SmInNi,3,0.5773502691896257,0.4807498567691361,0.4152436465385057,0.389976937586229,0.3720410580113014,28.0,62.0,34.0,46.333333333333336,12.22222222222222,28.0,23.0,75.0,52.0,53.0,20.0,23.0,58.6934,150.36,91.66660000000002,107.95713333333332,32.842488888888894,58.6934,429.75,1728.0,1298.25,1167.5833333333333,491.8888888888889,429.75,3.0,13.0,10.0,8.666666666666666,3.777777777777778,3.0,4.0,6.0,2.0,5.0,0.6666666666666666,4.0,124.0,198.0,74.0,154.66666666666666,28.88888888888889,124.0,1.17,1.91,0.74,1.62,0.3,1.17,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444444,0.0,0.0,10.0,10.0,6.0,4.0,0.0,0.0,6.0,6.0,2.0,2.6666666666666665,0.0,8.0,13.0,5.0,10.333333333333334,1.777777777777778,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.6666666666666667,2.2222222222222223,0.0,0.0,2.0,2.0,0.6666666666666666,0.8888888888888888,0.0,0.0,8.0,8.0,2.6666666666666665,3.555555555555556,0.0,2.0,8.0,6.0,5.0,2.0,2.0,10.32,33.23,22.91,22.60333333333333,8.188888888888888,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.1984649,0.2646198666666667,0.0,139.0,225.0,86.0,176.66666666666666,32.22222222222222,139.0,2.0,0.3333333333333333,6.0,2.0,False,0.1279425724852808,0.0245542154428835,-0.4917089313889999,0.0170024888889,-4.82548421889,-0.0369466695153,0.0,21.0715
MgPt3,2,0.7905694150420949,0.7591472429689157,0.7506162703470459,0.7500489811920582,0.7500012701219063,12.0,78.0,66.0,61.5,24.75,78.0,63.0,68.0,5.0,64.25,1.875,63.0,24.305,195.084,170.779,152.38924999999998,64.04212500000001,195.084,923.0,2041.4,1118.4,1761.8000000000002,419.4,2041.4,2.0,10.0,8.0,8.0,3.0,10.0,3.0,6.0,3.0,5.25,1.125,6.0,136.0,141.0,5.0,137.25,1.875,136.0,1.31,2.28,0.9699999999999998,2.0375,0.3637499999999998,2.28,1.0,2.0,1.0,1.25,0.375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,6.75,3.375,9.0,0.0,14.0,14.0,10.5,5.25,14.0,2.0,24.0,22.0,18.5,8.25,24.0,0.0,1.0,1.0,0.75,0.375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.75,0.375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.5,0.75,2.0,15.02,22.89,7.870000000000001,16.9875,2.951250000000001,15.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,225.0,31.0,217.25,11.625,225.0,1.25,0.0,6.75,10.5,False,0.2096070088026069,0.0393013141504888,-0.593590512292,-0.00291325,-5.5210391925,0.00159258,0.0,15.3392
Lu(AlGe)2,3,0.6000000000000001,0.5142563181316472,0.4609063239604281,0.4418818424353128,0.4287303134918266,13.0,71.0,58.0,32.2,15.52,13.0,41.0,79.0,38.0,69.0,11.2,73.0,26.9815386,174.9668,147.9852614,74.84197544000001,40.04992982400001,26.9815386,933.47,1936.0,1002.53,1245.148,276.3407999999999,933.47,3.0,14.0,11.0,11.4,3.3599999999999994,13.0,3.0,6.0,3.0,4.0,0.8,3.0,120.0,187.0,67.0,133.8,21.28000000000001,120.0,1.27,2.01,0.7399999999999998,1.702,0.2463999999999998,1.61,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.2,0.64,1.0,0.0,10.0,10.0,4.2,4.64,0.0,0.0,14.0,14.0,2.8,4.48,0.0,3.0,17.0,14.0,10.2,5.76,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.6,1.44,4.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,5.0,5.4,1.4400000000000002,4.0,16.48,28.865,12.384999999999998,21.567,4.069599999999999,16.48,0.0,0.383,0.383,0.1532,0.18384,0.0,0.0,0.0022471,0.0022471,0.00044942,0.000719072,0.0,194.0,225.0,31.0,218.8,9.919999999999993,225.0,2.0,1.2,4.2,2.8,False,0.1279425724852808,0.018788006656827,-0.3584213089999999,8.51e-05,-4.611030432,-0.0174224389999999,0.0,20.3766
DySb2,2,0.7453559924999299,0.6933612743506347,0.6707822056951861,0.667408235036379,0.6667317422407864,51.0,66.0,15.0,56.0,6.666666666666667,51.0,31.0,85.0,54.0,67.0,24.0,85.0,121.76,162.5,40.74,135.34,18.106666666666666,121.76,903.78,1685.0,781.22,1164.1866666666667,347.2088888888889,903.78,3.0,15.0,12.0,11.0,5.333333333333333,15.0,5.0,6.0,1.0,5.333333333333333,0.4444444444444443,5.0,139.0,192.0,53.0,156.66666666666666,23.555555555555557,139.0,1.22,2.05,0.8299999999999998,1.7733333333333332,0.3688888888888888,2.05,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,2.0,1.3333333333333333,3.0,0.0,10.0,10.0,6.666666666666667,4.444444444444444,10.0,0.0,10.0,10.0,3.333333333333333,4.444444444444444,0.0,12.0,15.0,3.0,14.0,1.3333333333333333,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.3333333333333333,1.777777777777778,0.0,3.0,4.0,1.0,3.333333333333333,0.4444444444444445,3.0,31.24,31.56,0.3200000000000003,31.453333333333333,0.1422222222222219,31.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,194.0,28.0,175.33333333333334,12.444444444444448,166.0,2.0,2.0,6.666666666666667,3.333333333333333,False,0.1582102508344635,0.0351578335187696,-0.205787818889,-0.00289536666667,-4.48466426333,0.551068073364,0.0,28.4156
Sr2HoCu3(PbO4)2,5,0.5659615711335886,0.5139311574138431,0.5009364272469464,0.5000832005983453,0.5000028450244846,8.0,82.0,74.0,28.625,20.625,8.0,8.0,87.0,79.0,68.6875,21.390625,87.0,15.9994,207.2,191.2006,67.07522,52.3992775,15.9994,54.8,1747.0,1692.2,597.495625,542.6956250000001,54.8,2.0,16.0,14.0,12.25,4.1875,16.0,2.0,6.0,4.0,3.5,1.5,2.0,66.0,195.0,129.0,112.375,46.375,66.0,0.95,3.44,2.49,2.563125,0.8768750000000001,3.44,1.0,2.0,1.0,1.8125,0.3046875,2.0,0.0,4.0,4.0,2.25,1.75,4.0,0.0,10.0,10.0,3.125,4.296875,0.0,0.0,14.0,14.0,2.4375,3.9609375,0.0,2.0,28.0,26.0,9.625,5.53125,6.0,0.0,1.0,1.0,0.1875,0.3046875,0.0,0.0,4.0,4.0,1.5,1.125,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.1875,0.3515625,0.0,0.0,4.0,4.0,1.875,0.796875,2.0,9.105,54.23,45.125,18.84145833333125,12.650755208330468,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,116.5625,104.5625,12.0,1.8125,2.25,3.125,2.4375,False,0.7877573323062756,0.1449159964856654,-1.96375510503,0.007268428125,-5.60825993906,0.0161094903516,0.0,13.8668
TmAl2Ni,3,0.6123724356957945,0.538608672507971,0.5060993646249713,0.5011086692289443,0.5000975705253322,13.0,69.0,56.0,30.75,19.125,13.0,37.0,73.0,36.0,61.0,12.0,73.0,26.9815386,168.93421,141.9526714,70.3976718,49.2682691,26.9815386,933.47,1818.0,884.53,1353.235,419.765,933.47,3.0,13.0,10.0,9.75,3.375,13.0,3.0,6.0,3.0,4.0,1.0,3.0,121.0,190.0,69.0,139.0,25.5,121.0,1.25,1.91,0.6599999999999999,1.595,0.1725,1.61,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.5,0.5,1.0,0.0,8.0,8.0,2.0,3.0,0.0,0.0,13.0,13.0,3.25,4.875,0.0,3.0,15.0,12.0,7.75,4.75,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.5,2.5,5.0,0.0,2.0,2.0,0.5,0.75,0.0,0.0,1.0,1.0,0.25,0.375,0.0,1.0,5.0,4.0,3.25,1.75,5.0,10.32,29.78,19.46,18.265,5.7575,16.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.148848675,0.2232730125,0.0,194.0,225.0,31.0,217.25,11.625,225.0,2.0,0.5,2.0,3.25,False,0.1031799049762131,0.0132149322972759,-0.65238746625,-0.000645225,-5.03566811625,-0.0357573343056,0.0,17.258
Nb5Te4,2,0.7114582486036499,0.6376437275907965,0.5879578288668732,0.5708728272561271,0.561250749923821,41.0,52.0,11.0,45.888888888888886,5.432098765432098,41.0,47.0,90.0,43.0,66.11111111111111,21.23456790123457,47.0,92.90638,127.6,34.69362,108.32576666666668,17.13265185185185,92.90638,722.66,2750.0,2027.34,1848.96,1001.1555555555556,2750.0,5.0,16.0,11.0,9.88888888888889,5.432098765432098,5.0,5.0,5.0,0.0,5.0,0.0,5.0,138.0,164.0,26.0,152.44444444444446,12.839506172839505,164.0,1.6,2.1,0.5,1.822222222222222,0.2469135802469135,1.6,1.0,2.0,1.0,1.4444444444444444,0.4938271604938272,1.0,0.0,4.0,4.0,1.7777777777777777,1.9753086419753088,0.0,4.0,10.0,6.0,6.666666666666667,2.9629629629629632,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,11.0,9.88888888888889,5.432098765432098,5.0,0.0,1.0,1.0,0.5555555555555556,0.4938271604938272,1.0,0.0,2.0,2.0,0.8888888888888888,0.9876543209876544,0.0,0.0,6.0,6.0,3.333333333333333,2.962962962962963,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,4.777777777777778,2.469135802469136,7.0,18.18,34.7633333333,16.583333333299997,25.550370370355555,8.189300411506172,18.18,0.0,0.464,0.464,0.2062222222222222,0.2291358024691357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,229.0,77.0,194.77777777777777,38.02469135802469,229.0,1.4444444444444444,1.7777777777777777,6.666666666666667,0.0,False,0.0605869371865241,0.0149597375769195,-0.3661621737039999,-0.00191976666667,-7.370265485560001,-0.00464500341154,0.0,22.218000000000004
PuH2,2,0.7453559924999299,0.6933612743506347,0.6707822056951861,0.667408235036379,0.6667317422407864,1.0,94.0,93.0,32.0,41.333333333333336,1.0,24.0,92.0,68.0,69.33333333333333,30.222222222222225,92.0,1.00794,244.0,242.99206,82.00529333333334,107.99647111111112,1.00794,14.01,913.0,898.99,313.67333333333335,399.5511111111111,14.01,1.0,3.0,2.0,1.6666666666666667,0.888888888888889,1.0,1.0,7.0,6.0,3.0,2.6666666666666665,1.0,31.0,187.0,156.0,83.0,69.33333333333333,31.0,1.28,2.2,0.9200000000000002,1.893333333333333,0.4088888888888889,2.2,1.0,2.0,1.0,1.3333333333333333,0.4444444444444444,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,2.0,2.6666666666666665,0.0,1.0,8.0,7.0,3.333333333333333,3.1111111111111107,1.0,0.0,1.0,1.0,0.6666666666666666,0.4444444444444445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,2.6666666666666665,3.555555555555556,0.0,1.0,8.0,7.0,3.333333333333333,3.1111111111111107,1.0,6.615,18.08,11.464999999999998,10.436666666666666,5.0955555555555545,6.615,0.0,7.853,7.853,5.235333333333333,3.490222222222222,7.853,0.0,0.3180036375,0.3180036375,0.1060012125,0.14133495,0.0,11.0,194.0,183.0,133.0,81.33333333333333,194.0,1.3333333333333333,0.0,0.0,2.0,False,0.190711651828668,0.0423803670730373,-0.339902574789,1.86500073333,-7.3597863,-0.017025935152,0.0,12.348
La2Ni5B4,3,0.6098367211363063,0.5289679879542691,0.4817961756189403,0.467168086108618,0.4592095070710059,5.0,57.0,52.0,24.90909090909091,14.479338842975205,28.0,13.0,72.0,59.0,56.27272727272727,15.735537190082642,61.0,10.811,138.90547,128.09447,55.8656309090909,32.767004297520664,58.6934,1193.0,2348.0,1155.0,1856.1818181818185,357.6859504132232,1728.0,3.0,13.0,10.0,9.818181818181818,2.479338842975207,10.0,2.0,6.0,4.0,3.636363636363636,1.1900826446280992,4.0,84.0,207.0,123.0,124.54545454545456,29.98347107438017,124.0,1.1,2.04,0.94,1.81,0.2581818181818184,1.91,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.3636363636363636,0.4628099173553719,0.0,0.0,8.0,8.0,3.8181818181818175,3.801652892561983,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,6.181818181818182,3.4710743801652897,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.818181818181818,2.31404958677686,0.0,0.0,9.0,9.0,2.5454545454545454,2.347107438016529,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,4.363636363636363,2.1487603305785123,2.0,7.1725,36.8975,29.725,14.007727272727273,8.323553719008265,10.32,0.0,1.524,1.524,0.5541818181818182,0.7053223140495869,0.0,0.0,0.5953947,0.5953947,0.2706339545454546,0.2952370413223141,0.5953947,166.0,225.0,59.0,197.9090909090909,24.62809917355372,225.0,2.0,0.3636363636363636,3.8181818181818175,0.0,False,0.1982031440330586,0.0263036269520377,-0.4785809427269999,-4.66272727273e-05,-6.33456631,-0.0116271229218,0.0,12.8319
ZrNiH,3,0.5773502691896257,0.4807498567691361,0.4152436465385057,0.389976937586229,0.3720410580113014,1.0,40.0,39.0,23.0,14.666666666666666,1.0,44.0,92.0,48.0,65.66666666666667,17.555555555555557,44.0,1.00794,91.224,90.21606,50.30844666666667,32.86700444444444,1.00794,14.01,2128.0,2113.99,1290.003333333333,850.6622222222222,14.01,1.0,10.0,9.0,5.0,3.333333333333333,1.0,1.0,5.0,4.0,3.333333333333333,1.5555555555555554,1.0,31.0,175.0,144.0,110.0,52.66666666666666,31.0,1.33,2.2,0.8700000000000001,1.8133333333333332,0.3222222222222222,1.33,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,3.333333333333333,3.111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,9.0,5.0,3.333333333333333,1.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,3.333333333333333,3.1111111111111107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,3.6666666666666665,2.8888888888888893,1.0,6.615,23.195,16.58,13.376666666666669,6.545555555555556,6.615,0.0,7.853,7.853,2.6176666666666666,3.490222222222222,0.0,0.0,0.5953947,0.5953947,0.1984649,0.2646198666666667,0.0,194.0,225.0,31.0,204.33333333333331,13.77777777777778,194.0,1.6666666666666667,0.0,3.333333333333333,0.0,False,0.1723997243174981,0.0304295469277368,-0.4417290490609999,0.00010325,-6.2732042883300005,0.0683484899686,0.0,11.496
