pretty_comp,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,minimum Number,maximum Number,range Number,mean Number,avg_dev Number,mode Number,minimum MendeleevNumber,maximum MendeleevNumber,range MendeleevNumber,mean MendeleevNumber,avg_dev MendeleevNumber,mode MendeleevNumber,minimum AtomicWeight,maximum AtomicWeight,range AtomicWeight,mean AtomicWeight,avg_dev AtomicWeight,mode AtomicWeight,minimum MeltingT,maximum MeltingT,range MeltingT,mean MeltingT,avg_dev MeltingT,mode MeltingT,minimum Column,maximum Column,range Column,mean Column,avg_dev Column,mode Column,minimum Row,maximum Row,range Row,mean Row,avg_dev Row,mode Row,minimum CovalentRadius,maximum CovalentRadius,range CovalentRadius,mean CovalentRadius,avg_dev CovalentRadius,mode CovalentRadius,minimum Electronegativity,maximum Electronegativity,range Electronegativity,mean Electronegativity,avg_dev Electronegativity,mode Electronegativity,minimum NsValence,maximum NsValence,range NsValence,mean NsValence,avg_dev NsValence,mode NsValence,minimum NpValence,maximum NpValence,range NpValence,mean NpValence,avg_dev NpValence,mode NpValence,minimum NdValence,maximum NdValence,range NdValence,mean NdValence,avg_dev NdValence,mode NdValence,minimum NfValence,maximum NfValence,range NfValence,mean NfValence,avg_dev NfValence,mode NfValence,minimum NValence,maximum NValence,range NValence,mean NValence,avg_dev NValence,mode NValence,minimum NsUnfilled,maximum NsUnfilled,range NsUnfilled,mean NsUnfilled,avg_dev NsUnfilled,mode NsUnfilled,minimum NpUnfilled,maximum NpUnfilled,range NpUnfilled,mean NpUnfilled,avg_dev NpUnfilled,mode NpUnfilled,minimum NdUnfilled,maximum NdUnfilled,range NdUnfilled,mean NdUnfilled,avg_dev NdUnfilled,mode NdUnfilled,minimum NfUnfilled,maximum NfUnfilled,range NfUnfilled,mean NfUnfilled,avg_dev NfUnfilled,mode NfUnfilled,minimum NUnfilled,maximum NUnfilled,range NUnfilled,mean NUnfilled,avg_dev NUnfilled,mode NUnfilled,minimum GSvolume_pa,maximum GSvolume_pa,range GSvolume_pa,mean GSvolume_pa,avg_dev GSvolume_pa,mode GSvolume_pa,minimum GSbandgap,maximum GSbandgap,range GSbandgap,mean GSbandgap,avg_dev GSbandgap,mode GSbandgap,minimum GSmagmom,maximum GSmagmom,range GSmagmom,mean GSmagmom,avg_dev GSmagmom,mode GSmagmom,minimum SpaceGroupNumber,maximum SpaceGroupNumber,range SpaceGroupNumber,mean SpaceGroupNumber,avg_dev SpaceGroupNumber,mode SpaceGroupNumber,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,compound possible,max ionic char,avg ionic char,delta_e,magmom_pa,energy_pa,stability,bandgap,volume_pa
Dy2InCu2,3,0.6000000000000001,0.5142563181316472,0.4609063239604281,0.4418818424353128,0.4287303134918266,29.0,66.0,37.0,47.8,15.04,29.0,31.0,75.0,44.0,53.0,17.6,31.0,63.546,162.5,98.954,113.382,39.86880000000001,63.546,429.75,1685.0,1255.25,1303.058,349.3232,1357.77,3.0,13.0,10.0,8.2,4.16,3.0,4.0,6.0,2.0,5.0,0.8,4.0,132.0,192.0,60.0,158.0,27.2,132.0,1.22,1.9,0.6799999999999999,1.604,0.3072,1.22,1.0,2.0,1.0,1.6,0.48,1.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,10.0,10.0,6.0,4.8,0.0,0.0,10.0,10.0,4.0,4.8,0.0,11.0,13.0,2.0,11.8,0.6399999999999999,11.0,0.0,1.0,1.0,0.4,0.48,0.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.6,1.92,0.0,1.0,5.0,4.0,3.0,1.6,1.0,11.07,31.24,20.17,21.776000000000003,8.5648,11.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,225.0,86.0,195.4,23.68,194.0,1.6,0.2,6.0,4.0,False,0.1091685153656911,0.0237868834992142,-0.396832087667,0.00124412,-4.267804913,-0.0402446751905,0.0,21.1823
PrRhC2,3,0.6123724356957945,0.538608672507971,0.5060993646249713,0.5011086692289443,0.5000975705253322,6.0,59.0,53.0,29.0,23.0,6.0,17.0,77.0,60.0,57.5,20.25,77.0,12.0107,140.90765,128.89695,66.9586375,54.9479375,12.0107,1204.0,3823.0,2619.0,2771.75,1051.25,3823.0,3.0,14.0,11.0,10.0,4.0,14.0,2.0,6.0,4.0,3.75,1.75,2.0,76.0,203.0,127.0,124.25,48.25,76.0,1.13,2.55,1.42,2.1275,0.4987499999999999,2.55,1.0,2.0,1.0,1.75,0.375,2.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,8.0,8.0,2.0,3.0,0.0,0.0,3.0,3.0,0.75,1.125,0.0,4.0,9.0,5.0,5.5,1.75,4.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,4.0,4.0,2.0,2.0,4.0,0.0,2.0,2.0,0.5,0.75,0.0,0.0,11.0,11.0,2.75,4.125,0.0,3.0,11.0,8.0,5.5,2.75,4.0,5.64,35.675,30.035,15.14875,10.263125,5.64,0.0,4.496,4.496,2.248,2.248,4.496,0.0,0.0,0.0,0.0,0.0,0.0,194.0,225.0,31.0,201.75,11.625,194.0,1.75,1.0,2.0,0.75,False,0.3959510250619746,0.0693467101043538,-0.266611063125,-0.000408075,-7.8862019025,0.05604135875,0.0,14.7414
YAuO2,3,0.6123724356957945,0.538608672507971,0.5060993646249713,0.5011086692289443,0.5000975705253322,8.0,79.0,71.0,33.5,25.5,8.0,12.0,87.0,75.0,63.0,25.5,87.0,15.9994,196.966569,180.967169,79.46780475,63.468404750000005,15.9994,54.8,1799.0,1744.2,811.4825,756.6825,54.8,3.0,16.0,13.0,11.5,4.5,16.0,2.0,6.0,4.0,3.75,1.75,2.0,66.0,190.0,124.0,114.5,48.5,66.0,1.22,3.44,2.22,2.66,0.78,3.44,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.0,2.0,4.0,0.0,10.0,10.0,2.75,3.625,0.0,0.0,14.0,14.0,3.5,5.25,0.0,3.0,25.0,22.0,10.0,7.5,6.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,9.0,9.0,2.25,3.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,8.0,3.5,2.75,2.0,9.105,32.365,23.26,16.81875,7.773125000000001,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,110.75,98.75,12.0,1.75,2.0,2.75,3.5,False,0.7083205926780534,0.1335244872123597,-2.43827075044,-1.32375e-05,-7.13272407625,0.0004504269790669,2.926,16.6053
La2Fe2Se2O3,4,0.5091750772173156,0.4120477521406877,0.3562849111962942,0.3411260850515309,0.3350281771376928,8.0,57.0,49.0,28.666666666666668,14.962962962962962,8.0,13.0,89.0,76.0,63.888888888888886,26.567901234567906,87.0,15.9994,138.90547,122.90607,66.15768222222222,38.02226913580247,15.9994,54.8,1811.0,1756.2,795.5999999999999,627.911111111111,54.8,3.0,16.0,13.0,11.333333333333334,5.185185185185186,16.0,2.0,6.0,4.0,3.7777777777777777,1.1851851851851851,2.0,66.0,207.0,141.0,124.0,40.44444444444444,66.0,1.1,3.44,2.34,2.364444444444445,0.799506172839506,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.2222222222222223,1.9753086419753088,4.0,0.0,10.0,10.0,3.7777777777777777,3.753086419753087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,13.0,8.0,3.555555555555556,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.1111111111111112,0.9876543209876544,2.0,0.0,9.0,9.0,2.888888888888889,3.209876543209876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,4.0,2.2222222222222223,2.0,9.105,36.8975,27.7925,19.378888888888888,10.69320987654321,9.105,0.0,0.799,0.799,0.1775555555555555,0.2761975308641975,0.0,0.0,2.1106628,2.1106628,0.4690361777777778,0.7296118320987655,0.0,12.0,229.0,217.0,101.11111111111111,98.12345679012346,12.0,2.0,2.2222222222222223,3.7777777777777777,0.0,True,0.7456133690005962,0.1362162297056635,-2.2941300582700004,0.888863055556,-7.01958445333,-0.0534095184961999,1.236,17.385
DyTlSe2,3,0.6123724356957945,0.538608672507971,0.5060993646249713,0.5011086692289443,0.5000975705253322,34.0,81.0,47.0,53.75,19.75,34.0,31.0,89.0,58.0,71.25,20.125,89.0,78.96,204.3833,125.4233,131.20082499999998,52.240825,78.96,494.0,1685.0,1191.0,812.5,436.25,494.0,3.0,16.0,13.0,12.0,4.5,16.0,4.0,6.0,2.0,5.0,1.0,4.0,120.0,192.0,72.0,144.25,24.25,120.0,1.22,2.55,1.3299999999999998,1.985,0.565,2.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.25,1.75,4.0,0.0,10.0,10.0,7.5,3.75,10.0,0.0,14.0,14.0,6.0,6.0,0.0,12.0,27.0,15.0,17.75,4.625,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.25,1.375,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.5,0.0,2.0,5.0,3.0,3.25,1.25,2.0,25.92,31.24,5.319999999999997,27.4975,1.871249999999998,25.92,0.0,0.799,0.799,0.3995,0.3995,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,194.0,180.0,104.0,90.0,14.0,2.0,2.25,7.5,6.0,True,0.3573949669440662,0.0714307769429626,-1.39032986792,-0.00021915,-4.871147075,-0.111375532354,1.388,29.023000000000003
Ti3Ga,2,0.7905694150420949,0.7591472429689157,0.7506162703470459,0.7500489811920582,0.7500012701219063,22.0,31.0,9.0,24.25,3.375,22.0,43.0,74.0,31.0,50.75,11.625,43.0,47.867,69.723,21.856,53.331,8.196000000000003,47.867,302.91,1941.0,1638.09,1531.4775,614.28375,1941.0,4.0,13.0,9.0,6.25,3.375,4.0,4.0,4.0,0.0,4.0,0.0,4.0,122.0,160.0,38.0,150.5,14.25,160.0,1.54,1.81,0.27,1.6075,0.1012499999999999,1.54,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.25,0.375,0.0,2.0,10.0,8.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,9.0,6.25,3.375,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.25,1.875,0.0,0.0,8.0,8.0,6.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,7.25,1.125,8.0,16.69,18.8575,2.1675000000000004,17.231875000000002,0.8128125000000006,16.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,1.6899999999975e-05,8.4499999999875e-06,2.25333333333e-05,64.0,194.0,130.0,161.5,48.75,194.0,2.0,0.25,4.0,0.0,False,0.0180599290148932,0.0033862366902924,-0.37335688409,0.0044861875,-6.9048618525,0.000102287499999,0.0,16.1855
PuBr3,2,0.7905694150420949,0.7591472429689157,0.7506162703470459,0.7500489811920582,0.7500012701219063,35.0,94.0,59.0,49.75,22.125,35.0,24.0,95.0,71.0,77.25,26.625,95.0,79.904,244.0,164.096,120.928,61.536,79.904,265.8,913.0,647.2,427.6,242.7,265.8,3.0,17.0,14.0,13.5,5.25,17.0,4.0,7.0,3.0,4.75,1.125,4.0,120.0,187.0,67.0,136.75,25.125,120.0,1.28,2.96,1.68,2.54,0.6300000000000001,2.96,2.0,2.0,0.0,2.0,0.0,2.0,0.0,5.0,5.0,3.75,1.875,5.0,0.0,10.0,10.0,7.5,3.75,10.0,0.0,6.0,6.0,1.5,2.25,0.0,8.0,17.0,9.0,14.75,3.375,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.75,0.375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,2.0,3.0,0.0,1.0,8.0,7.0,2.75,2.625,1.0,18.08,29.48,11.400000000000002,26.63,4.275000000000001,29.48,0.0,1.457,1.457,1.09275,0.546375,1.457,0.0,0.3180036375,0.3180036375,0.079500909375,0.1192513640625,0.0,11.0,64.0,53.0,50.75,19.875,64.0,2.0,3.75,7.5,1.5,False,0.5061878019666538,0.0949102128687476,-1.77459213056,1.2530557,-6.3373847175,-1.28138820121,0.0,30.9918
AlNi,2,0.7071067811865476,0.6299605249474366,0.5743491774985174,0.5520447568369062,0.5358867312681466,13.0,28.0,15.0,20.5,7.5,13.0,61.0,73.0,12.0,67.0,6.0,61.0,26.9815386,58.6934,31.7118614,42.8374693,15.855930699999998,26.9815386,933.47,1728.0,794.53,1330.735,397.265,933.47,10.0,13.0,3.0,11.5,1.5,10.0,3.0,4.0,1.0,3.5,0.5,3.0,121.0,124.0,3.0,122.5,1.5,121.0,1.61,1.91,0.2999999999999998,1.76,0.1499999999999999,1.61,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,8.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,6.5,3.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.5,2.5,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.5,1.5,2.0,10.32,16.48,6.16,13.4,3.08,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.29769735,0.29769735,0.0,225.0,225.0,0.0,225.0,0.0,225.0,2.0,0.5,4.0,0.0,False,0.0222487628066636,0.0055621907016659,-0.669379795,0.0011144,-5.325559285,6.6560000001e-05,0.0,12.0276
Ca2B4Rh5,3,0.6098367211363063,0.5289679879542691,0.4817961756189403,0.467168086108618,0.4592095070710059,5.0,45.0,40.0,25.90909090909091,17.355371900826448,45.0,7.0,72.0,65.0,54.27272727272727,17.190082644628095,59.0,10.811,102.9055,92.0945,57.99340909090909,40.82917355371901,102.9055,1115.0,2348.0,1233.0,2073.3636363636365,348.49586776859496,2237.0,2.0,13.0,11.0,9.181818181818182,2.7768595041322315,9.0,2.0,5.0,3.0,3.727272727272727,1.2561983471074385,5.0,84.0,176.0,92.0,127.0909090909091,31.338842975206614,142.0,1.0,2.28,1.2799999999999998,1.96,0.349090909090909,2.28,1.0,2.0,1.0,1.5454545454545454,0.4958677685950414,1.0,0.0,1.0,1.0,0.3636363636363636,0.4628099173553719,0.0,0.0,8.0,8.0,3.636363636363636,3.96694214876033,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,5.545454545454546,3.1404958677685952,9.0,0.0,1.0,1.0,0.4545454545454545,0.4958677685950413,1.0,0.0,5.0,5.0,1.818181818181818,2.31404958677686,0.0,0.0,2.0,2.0,0.9090909090909092,0.9917355371900826,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.1818181818181817,1.322314049586777,3.0,7.1725,37.77,30.597500000000004,15.675454545454546,8.034380165289257,13.64,0.0,1.524,1.524,0.5541818181818182,0.7053223140495869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,225.0,59.0,203.54545454545453,27.305785123966945,225.0,1.5454545454545454,0.3636363636363636,3.636363636363636,0.0,False,0.3360842366645263,0.045803182275915,-0.624046840909,-0.000387881818182,-6.71627667,0.0029793715314899,0.0,13.8322
Na3Li3Fe2F12,4,0.6442049363362563,0.6070917735896977,0.6002495993462463,0.600010768782228,0.6000001154331083,3.0,26.0,23.0,10.1,3.45,9.0,1.0,93.0,92.0,61.75,37.5,93.0,6.941,55.845,48.904,21.473157312,7.329352128000001,18.9984032,53.5,1811.0,1757.5,336.884,340.0608,53.5,1.0,17.0,16.0,11.3,6.840000000000001,17.0,2.0,4.0,2.0,2.35,0.525,2.0,57.0,166.0,109.0,91.5,41.4,57.0,0.93,3.98,3.05,2.8575,1.347,3.98,1.0,2.0,1.0,1.7,0.42,2.0,0.0,5.0,5.0,3.0,2.4,5.0,0.0,6.0,6.0,0.6,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,5.3,2.58,7.0,0.0,1.0,1.0,0.3,0.4199999999999999,0.0,0.0,1.0,1.0,0.6,0.4800000000000001,1.0,0.0,4.0,4.0,0.4,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.3,0.54,1.0,9.7075,29.2433333333,19.5358333333,13.772999999989995,5.487199999985999,9.7075,0.0,1.97,1.97,1.182,0.9456,1.97,0.0,2.1106628,2.1106628,0.21106628,0.379919304,0.0,15.0,229.0,214.0,100.6,102.71999999999998,15.0,1.7,3.0,0.6,0.0,True,0.9022776515068311,0.208069953085069,-2.78097882198,0.50000091625,-4.9502946778800005,0.0658176724429,1.64,9.7944
DyMg3,2,0.7905694150420949,0.7591472429689157,0.7506162703470459,0.7500489811920582,0.7500012701219063,12.0,66.0,54.0,25.5,20.25,12.0,31.0,68.0,37.0,58.75,13.875,68.0,24.305,162.5,138.195,58.85375,51.823125000000005,24.305,923.0,1685.0,762.0,1113.5,285.75,923.0,2.0,3.0,1.0,2.25,0.375,2.0,3.0,6.0,3.0,3.75,1.125,3.0,141.0,192.0,51.0,153.75,19.125,141.0,1.22,1.31,0.09,1.2875,0.03375,1.31,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,2.5,3.75,0.0,2.0,12.0,10.0,4.5,3.75,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.5,0.0,0.0,4.0,4.0,1.0,1.5,0.0,22.89,31.24,8.349999999999998,24.9775,3.1312499999999988,22.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,194.0,0.0,194.0,0.0,194.0,2.0,0.0,0.0,2.5,False,0.0020229510707605,0.0003793033257676,-0.0752512485417,-0.0007053,-2.3825140325,71.439876153,0.0,24.4067
TmFe2,2,0.7453559924999299,0.6933612743506347,0.6707822056951861,0.667408235036379,0.6667317422407864,26.0,69.0,43.0,40.333333333333336,19.11111111111111,26.0,37.0,55.0,18.0,49.0,8.0,55.0,55.845,168.93421,113.08921,93.54140333333334,50.26187111111111,55.845,1811.0,1818.0,7.0,1813.3333333333333,3.111111111111086,1811.0,3.0,8.0,5.0,6.333333333333333,2.2222222222222223,8.0,4.0,6.0,2.0,4.666666666666667,0.888888888888889,4.0,132.0,190.0,58.0,151.33333333333334,25.777777777777786,132.0,1.25,1.83,0.5800000000000001,1.6366666666666667,0.2577777777777778,1.83,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,4.0,2.6666666666666665,6.0,0.0,13.0,13.0,4.333333333333333,5.777777777777779,0.0,8.0,15.0,7.0,10.333333333333334,3.111111111111111,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,4.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,1.0,4.0,3.0,3.0,1.3333333333333333,4.0,10.73,29.78,19.05,17.080000000000002,8.466666666666667,10.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,1.4071085333333333,0.9380723555555556,2.1106628,194.0,229.0,35.0,217.33333333333331,15.555555555555552,229.0,2.0,0.0,4.0,4.333333333333333,False,0.0806606824334817,0.0179245960963292,-0.139978873333,1.0297260333299998,-7.17025212667,-0.0381301176505,0.0,15.3164
LiNd2HO3,4,0.5532833351724882,0.476031693092279,0.4399445213687564,0.4321213051141697,0.4293103294071499,1.0,60.0,59.0,21.142857142857142,22.204081632653065,8.0,1.0,92.0,91.0,56.0,36.85714285714285,87.0,1.00794,144.242,143.23406,49.20444857142856,54.30717224489795,15.9994,14.01,1294.0,1279.99,460.0142857142857,476.5632653061224,54.8,1.0,16.0,15.0,8.0,6.857142857142857,16.0,1.0,6.0,5.0,3.0,1.7142857142857142,2.0,31.0,201.0,170.0,108.42857142857144,58.48979591836734,66.0,0.98,3.44,2.46,2.2542857142857144,1.0163265306122449,3.44,1.0,2.0,1.0,1.7142857142857142,0.4081632653061225,2.0,0.0,4.0,4.0,1.7142857142857142,1.959183673469388,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.1428571428571428,1.6326530612244898,0.0,1.0,6.0,5.0,4.571428571428571,2.0408163265306123,6.0,0.0,1.0,1.0,0.2857142857142857,0.4081632653061224,0.0,0.0,2.0,2.0,0.8571428571428571,0.979591836734694,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,2.857142857142857,4.081632653061225,0.0,1.0,10.0,9.0,4.0,3.4285714285714284,2.0,6.615,34.81,28.195,17.163333333328573,10.083809523812247,9.105,0.0,7.853,7.853,1.1218571428571429,1.9231836734693877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,121.0,93.42857142857144,12.0,1.7142857142857142,1.7142857142857142,0.0,1.1428571428571428,True,0.7797297329475583,0.1736952746367915,-2.68491887855,-2.77142857143e-06,-6.73819876143,0.0180854859215,2.237,11.5325
NdSnPt,3,0.5773502691896257,0.4807498567691361,0.4152436465385057,0.389976937586229,0.3720410580113014,50.0,78.0,28.0,62.66666666666666,10.22222222222222,50.0,19.0,80.0,61.0,54.0,23.33333333333333,19.0,118.71,195.084,76.37400000000001,152.67866666666666,28.270222222222227,118.71,505.08,2041.4,1536.3200000000002,1280.16,516.72,505.08,3.0,14.0,11.0,9.0,4.0,3.0,5.0,6.0,1.0,5.666666666666667,0.4444444444444443,5.0,136.0,201.0,65.0,158.66666666666666,28.222222222222214,136.0,1.14,2.28,1.14,1.7933333333333332,0.4355555555555555,1.14,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,1.0,0.0,2.0,2.0,0.6666666666666666,0.888888888888889,0.0,0.0,10.0,10.0,6.333333333333333,4.222222222222222,0.0,0.0,14.0,14.0,6.0,5.333333333333333,0.0,6.0,24.0,18.0,14.666666666666666,6.222222222222221,6.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444444,0.0,0.0,4.0,4.0,1.3333333333333333,1.777777777777778,0.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444444,0.0,0.0,10.0,10.0,3.333333333333333,4.444444444444445,0.0,2.0,10.0,8.0,5.333333333333333,3.1111111111111107,2.0,15.02,34.81,19.790000000000003,27.705,8.456666666666667,15.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,225.0,84.0,186.66666666666663,30.444444444444446,141.0,1.6666666666666667,0.6666666666666666,6.333333333333333,6.0,False,0.2774003900098064,0.0508229094311326,-1.08335983395,0.000541844444444,-5.994282783330001,-0.199923727152,0.0,23.1833
Cs2NaScF6,4,0.6480740698407861,0.6091199348919785,0.6005237760880776,0.6000397970967368,0.6000010180820753,9.0,55.0,46.0,19.6,14.44,9.0,2.0,93.0,91.0,58.1,41.88,93.0,18.9984032,132.9054519,113.9070487,44.774700428,35.2885429032,18.9984032,53.5,1814.0,1760.5,310.90500000000003,312.612,53.5,1.0,17.0,16.0,10.8,7.439999999999999,17.0,2.0,6.0,4.0,3.1,1.34,2.0,57.0,244.0,187.0,116.6,71.52,57.0,0.79,3.98,3.19,2.775,1.4459999999999995,3.98,1.0,2.0,1.0,1.7,0.42,2.0,0.0,5.0,5.0,3.0,2.4,5.0,0.0,1.0,1.0,0.1,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,4.8,2.64,7.0,0.0,1.0,1.0,0.3,0.4199999999999999,0.0,0.0,1.0,1.0,0.6,0.48,1.0,0.0,9.0,9.0,0.9,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,8.0,1.8,1.44,1.0,9.7075,115.765,106.0575,34.125333333330005,32.65586666666801,9.7075,0.0,1.97,1.97,1.182,0.9456,1.97,0.0,6.35e-06,6.35e-06,6.350000000000001e-07,1.143e-06,0.0,15.0,229.0,214.0,97.1,98.52,15.0,1.7,3.0,0.1,0.0,True,0.9214503994822504,0.2160345197091299,-3.54626986306,-1.548e-05,-5.34410708,-0.101199768166,7.034,16.0276
Gd3Sn7,2,0.7615773105863908,0.7179054352068318,0.7020125508224327,0.700265258162485,0.7000146315163546,50.0,64.0,14.0,54.2,5.880000000000001,50.0,27.0,80.0,53.0,64.1,22.26,80.0,118.71,157.25,38.540000000000006,130.272,16.186799999999998,118.71,505.08,1586.0,1080.92,829.356,453.9864,505.08,3.0,14.0,11.0,10.7,4.62,14.0,5.0,6.0,1.0,5.3,0.4199999999999999,5.0,139.0,196.0,57.0,156.1,23.94,139.0,1.2,1.96,0.76,1.732,0.3192,1.96,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.4,0.8400000000000001,2.0,1.0,10.0,9.0,7.3,3.78,10.0,0.0,7.0,7.0,2.1,2.9400000000000004,0.0,10.0,14.0,4.0,12.8,1.6799999999999995,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.8,1.6800000000000002,4.0,0.0,9.0,9.0,2.7,3.78,0.0,0.0,7.0,7.0,2.1,2.9400000000000004,0.0,4.0,16.0,12.0,7.6,5.04,4.0,32.05,33.285,1.2349999999999994,32.9145,0.5186999999999997,33.285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,194.0,53.0,156.9,22.26,141.0,2.0,1.4,7.3,2.1,False,0.134458537778234,0.0282362929334291,-0.627184431046,0.00028057,-4.763570865,-0.0622395587024,0.0,26.2726
ScGa2Ni,3,0.6123724356957945,0.538608672507971,0.5060993646249713,0.5011086692289443,0.5000975705253322,21.0,31.0,10.0,27.75,3.375,31.0,11.0,74.0,63.0,55.0,22.0,74.0,44.955912,69.723,24.767088,60.773828,8.949172,69.723,302.91,1814.0,1511.09,1036.955,734.045,302.91,3.0,13.0,10.0,9.75,3.375,13.0,4.0,4.0,0.0,4.0,0.0,4.0,122.0,170.0,48.0,134.5,17.75,122.0,1.36,1.91,0.5499999999999998,1.7225,0.1812499999999999,1.81,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,10.0,9.0,7.25,3.125,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,10.0,9.75,3.375,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.5,2.5,5.0,0.0,9.0,9.0,2.75,3.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,5.25,1.875,5.0,10.32,22.235,11.915,17.567500000000003,3.62375,18.8575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.1488502625,0.22327221875,0.0,64.0,225.0,161.0,136.75,72.75,64.0,2.0,0.5,7.25,0.0,False,0.0728361721882467,0.0110349839797456,-0.64822810625,-0.0004000375,-5.13789804,-0.101322626719,0.0,15.6152
