epoch,train,partialtrain,Rsplt1,Rsplt2,Rsplt3,Rsplt4,Rsplt5,RspltAVE,Xshft,pizeo,statY,infoY,BLANK,best_train,best_partialtrain,best_Rsplt1,best_Rsplt2,best_Rsplt3,best_Rsplt4,best_Rsplt5,best_Rsplt_AVE,best_Xshft,best_pizeo,best_statY,best_infoY,save,attack_gamma
657,5.9484,26.4549,10.3214,10.1073,10.0158,9.7276,10.2833,10.0911,9.1236,4.3012,8.1212,3.8908,                         ,0.9400,16.3397,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.2246,0.8240,[],"tensor([38.7024], device='cuda:0')"
658,26.7543,42.3845,16.3186,15.7186,16.2599,16.2484,16.0087,16.1108,46.6793,15.2553,29.5281,5.7813,                         ,0.9400,16.3397,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.2246,0.8240,[],"tensor([38.7024], device='cuda:0')"
659,40.8678,29.2011,41.1193,39.3015,40.6131,41.7737,39.5721,40.4759,54.6253,97.5317,80.4406,123.8673,                         ,0.9400,16.3397,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.2246,0.8240,[],"tensor([38.7024], device='cuda:0')"
660,8.2404,72.2107,8.4080,7.9844,7.9828,7.9984,8.2687,8.1285,16.0165,10.7444,18.4359,18.8469,                         ,0.9400,16.3397,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.2246,0.8240,[],"tensor([38.7024], device='cuda:0')"
661,21.5388,60.8879,21.8440,21.1376,22.7323,22.3150,21.2768,21.8611,29.5370,58.2651,46.1723,80.8554,                         ,0.9400,16.3397,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.2246,0.8240,[],"tensor([38.7024], device='cuda:0')"
662,170.0160,19.8493,180.5459,182.4645,180.2491,181.9079,184.9474,182.0230,210.1458,110.5440,152.0230,87.3914,                         ,0.9400,16.3397,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.2246,0.8240,[],"tensor([38.7024], device='cuda:0')"
663,1.2730,173.3145,2.9699,2.8590,2.9390,2.9499,2.9721,2.9380,4.5970,2.6603,4.0283,1.5408,                         ,0.9400,16.3397,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,['statY'],"tensor([38.7024], device='cuda:0')"
664,15.3265,7.6678,9.7807,9.5104,9.7592,9.9860,9.7833,9.7639,28.4737,18.8986,26.1505,29.8718,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,['partialTrain'],"tensor([38.7024], device='cuda:0')"
665,7.4961,31.6891,8.4379,8.1010,8.5902,8.3670,8.5321,8.4056,19.3756,26.1006,18.7484,24.9194,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
666,75.5313,61.5619,69.1771,69.1345,69.4137,68.2870,70.1044,69.2233,85.8901,38.4679,67.1842,10.7552,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
667,70.6544,80.6303,125.5447,123.2174,122.5033,124.9142,128.7767,124.9913,153.6990,84.6562,91.7669,41.3027,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
668,822.3222,97.8125,865.2083,854.0692,842.2909,865.1985,876.9229,860.7379,1177.0625,471.4134,832.8699,362.1501,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
669,91.0471,244.4317,125.8015,125.2134,122.4517,125.4674,126.9555,125.1779,110.3069,77.1810,82.9354,43.3637,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
670,146.6612,141.2674,115.6257,116.0366,113.2514,115.3255,116.4777,115.3434,158.4013,72.8690,88.1481,63.0130,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
671,146.0734,251.4508,271.3238,283.6927,270.5065,286.7152,297.7317,281.9940,559.6475,106.1106,378.1952,128.1585,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
672,6.7662,52.9755,6.6068,6.3216,6.6667,6.4847,6.6098,6.5379,16.0614,10.0665,17.4124,14.0994,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
673,73.6627,30.8795,110.9258,108.8178,112.1628,110.8400,111.5129,110.8519,326.3734,283.7743,259.9965,331.8107,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
674,101.8254,91.1593,170.8962,162.7852,166.0433,160.1889,159.4228,163.8673,257.5966,215.6279,159.9533,133.7419,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
675,412.4585,217.7414,376.8564,376.6567,364.0206,376.1055,390.8631,376.9005,610.5588,86.5418,359.9736,39.6338,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
676,10.3112,495.4563,14.4374,14.0452,14.7692,13.8503,14.4684,14.3141,19.1112,9.8275,13.4575,10.9752,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
677,77.6068,32.6285,95.9637,94.4310,98.2739,94.7889,96.2780,95.9471,116.7372,185.8803,129.5598,168.5612,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
678,77.0560,185.4823,98.3368,95.8649,96.5548,97.9239,98.5376,97.4436,133.7937,70.2307,84.6301,47.0021,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
679,108.0133,193.2875,145.0065,143.7740,142.8778,144.1416,145.2346,144.2069,129.3819,94.0414,112.8998,83.0542,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
680,46.7291,192.2841,86.2143,87.9109,87.5803,88.4066,94.0150,88.8254,222.6082,262.9458,205.0835,318.0966,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
681,100.5065,156.3796,78.5685,77.2509,78.5586,77.7836,79.3246,78.2972,136.7115,89.2462,111.7622,84.2063,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
682,82.3835,87.7373,90.8687,89.5802,89.7409,91.2182,91.2218,90.5260,115.5219,124.1874,119.6208,138.0630,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
683,23.4431,59.2902,25.9321,25.7926,26.4323,26.0704,26.7768,26.2008,55.1569,9.5019,30.0476,4.1452,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
684,42.8650,50.8969,34.7203,34.9080,34.2332,33.3915,35.9066,34.6319,74.1287,51.6814,70.9294,61.2242,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
685,24.8847,60.6569,18.1872,18.0216,17.8443,17.7939,18.2178,18.0130,20.5744,24.9879,36.8720,43.7137,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
686,37.7755,87.0272,49.6278,49.8679,49.5772,48.4214,49.7240,49.4436,49.5130,26.5751,32.1382,15.2207,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
687,89.5099,74.5214,133.6946,132.1754,131.6143,133.3188,134.7712,133.1149,126.2483,86.1489,91.0322,57.8602,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
688,82.4672,45.6350,111.7117,109.9291,110.8534,112.3075,112.4363,111.4476,135.8023,108.8208,104.1637,87.5015,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
689,29.8299,148.5313,27.0407,29.2544,29.7700,27.6742,27.4849,28.2448,44.6022,30.7141,29.2159,20.9294,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
690,68.5008,42.7778,53.1540,54.6820,53.5113,51.7495,54.4547,53.5103,62.6515,23.5221,46.3788,17.8321,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
691,106.5070,161.2557,148.7789,144.4816,146.0667,147.8423,148.9269,147.2193,198.9001,105.5235,132.0644,78.4098,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
692,38.9068,66.4131,74.2100,73.2750,75.1643,75.3818,75.0365,74.6135,40.4418,44.2651,32.8428,19.6648,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
693,47.5017,23.8155,32.2350,33.0680,32.5759,31.2019,33.5429,32.5247,35.3080,17.3087,28.1475,6.6054,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
694,9.8419,44.9302,11.6670,11.4458,11.6708,11.4432,12.1267,11.6707,27.4746,23.3803,13.0240,19.7262,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
695,23.0920,37.6550,24.2036,23.0591,23.4051,23.3414,23.9164,23.5851,25.7492,23.3167,24.8235,14.4177,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
696,64.4930,87.6872,84.3545,83.4650,85.9516,84.4649,82.9029,84.2278,128.7112,219.0688,140.5419,221.8733,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
697,157.5742,118.8633,184.8096,187.9173,185.0361,191.4153,193.4479,188.5252,345.2431,261.4292,286.8239,282.4021,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
698,174.3501,197.1178,280.9722,278.1501,283.7362,281.6085,294.5552,283.8044,734.4620,529.4961,440.6884,421.9482,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
699,195.7929,176.2701,179.3993,174.4170,180.8132,176.6316,179.6333,178.1789,337.0510,258.2054,238.7753,235.7642,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
700,71.4693,129.5304,81.2354,79.5994,79.0104,80.5637,80.9574,80.2733,99.8470,26.6581,54.4342,14.6460,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
701,18.2321,146.0417,18.5052,17.9715,17.8640,18.0114,17.7652,18.0235,30.3667,48.8218,45.0800,76.2130,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
702,76.1333,158.8308,102.2196,99.1007,100.0404,103.3338,106.5475,102.2484,191.8471,97.7439,108.2372,89.3907,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
703,163.7575,324.4720,218.3807,221.4820,216.1396,219.3811,226.7534,220.4274,178.2959,68.9916,126.5486,25.7403,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
704,41.8918,302.2696,44.5484,48.3361,46.8316,44.3421,47.1847,46.2486,144.8320,81.8247,57.1087,40.7433,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
705,236.2151,148.8571,283.3268,278.9974,279.0490,281.1497,282.8830,281.0812,177.2115,92.4305,169.9857,71.7128,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
706,73.8252,157.8353,83.2812,85.4934,83.1073,83.5891,89.2093,84.9361,149.9582,32.2804,69.8812,29.9586,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
707,12.8638,88.0767,18.8436,18.6924,18.5721,19.1500,19.3272,18.9171,18.3428,6.3822,19.6675,8.2064,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
708,10.1676,50.5104,8.7282,8.7635,8.9072,8.9562,9.1312,8.8973,25.8665,38.6263,45.7641,75.1879,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
709,89.6037,141.9829,92.6774,92.9282,92.5985,93.6996,93.5916,93.0991,121.4634,127.6515,144.1089,181.7806,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
710,21.9235,99.0102,28.6341,28.7492,27.7426,28.5549,28.0198,28.3401,40.3162,27.0012,28.3312,17.1593,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
711,13.3328,303.0513,14.3073,14.6238,14.0403,14.8772,15.2280,14.6153,33.3035,7.7647,15.0591,3.9663,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
712,297.8376,78.2130,329.7600,329.9870,323.9703,328.0487,335.0482,329.3629,375.4720,104.8792,233.8323,42.3836,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
713,100.4095,131.9042,108.9005,108.8997,106.5601,109.8451,112.1758,109.2762,156.9614,119.8960,143.2291,121.9532,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
714,125.0386,102.4431,104.4454,107.5800,108.1616,103.6635,104.6894,105.7080,195.2077,53.6414,90.4218,45.2268,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
715,134.1425,102.5382,150.1269,148.2187,150.4646,148.4946,148.6621,149.1934,174.7847,99.0359,115.2507,92.5264,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
716,22.5383,159.4368,22.3676,22.6730,23.6654,23.4609,22.2536,22.8841,70.2786,18.2606,45.4026,25.1026,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
717,20.9669,204.0248,23.2278,22.5383,22.7545,22.9651,22.9195,22.8811,26.7277,10.2965,14.2811,6.0764,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
718,105.1323,60.8950,197.0897,198.7772,195.7642,197.5535,206.7433,199.1856,407.0020,343.8708,341.4932,446.0473,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
719,52.6483,74.0599,44.3601,44.3826,44.7380,43.7132,44.9663,44.4320,98.5703,67.6555,70.6324,69.0928,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
720,4.6905,83.4030,5.6402,5.6973,5.6674,5.7364,5.7823,5.7047,6.7715,3.3474,6.1965,3.6015,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
721,18.6572,76.1970,37.2521,38.5226,37.3989,38.1790,39.9761,38.2657,50.0231,72.9897,56.7591,99.7202,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
722,52.1716,71.8718,63.0958,62.2537,62.5899,63.2721,64.0688,63.0561,94.2693,83.3132,86.0454,94.2763,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
723,42.0279,89.6273,49.0401,50.0105,52.1288,50.9385,49.3837,50.3003,56.3941,63.8819,117.6367,119.7992,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
724,145.7372,165.8397,167.6660,166.0927,164.8769,168.2384,171.0355,167.5819,252.3985,142.8271,182.7299,127.4460,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
725,25.3645,256.2708,25.1674,24.9995,26.1154,24.9316,25.8595,25.4147,28.0412,24.3222,37.5917,28.6665,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
726,17.4068,302.8034,30.2609,30.5782,30.3406,30.9764,32.1413,30.8595,72.7081,87.2483,42.4385,68.1282,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
727,67.4271,49.1104,98.6515,99.8862,97.8490,100.1533,101.3631,99.5806,126.6516,96.4209,110.6466,90.7457,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
728,117.7826,54.1944,99.5040,97.0438,98.7343,99.2452,98.7949,98.6644,204.6944,29.8723,117.5970,30.0675,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
729,182.9053,68.8597,243.5938,241.9420,234.4398,242.9937,247.6890,242.1316,219.5372,94.6992,168.3387,88.6247,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
730,137.7203,58.2445,118.0875,116.9343,114.3934,121.2013,120.8892,118.3011,185.2056,35.6227,114.8460,19.1708,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
731,78.0917,236.8250,95.3958,94.0815,99.2502,96.2691,97.7587,96.5511,221.8209,210.1124,205.6061,239.6253,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
732,200.7652,170.3807,247.0378,231.2035,245.3988,245.7592,251.0409,244.0881,331.3375,378.0027,289.2468,337.3483,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
733,83.3459,196.2309,73.4715,75.5126,73.0823,73.1125,74.5055,73.9369,98.2033,52.5999,70.8481,52.2004,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
734,22.5369,217.5559,33.7849,33.2489,32.2704,32.3917,35.6558,33.4704,96.6475,55.3494,46.7303,20.6278,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
735,90.7394,127.7789,97.0528,98.6617,101.9152,100.8281,96.2669,98.9449,127.4629,244.9364,181.6046,259.0291,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
736,139.2607,302.2403,167.1348,168.9378,163.4608,171.9998,172.5402,168.8147,119.1728,130.3860,116.0040,42.9740,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
737,78.2345,136.5308,113.9960,110.8149,113.7376,115.4832,115.7812,113.9626,204.0188,189.6041,153.6782,181.4135,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
738,123.6627,75.8942,140.9156,136.6502,138.0214,141.1485,140.0817,139.3635,150.3201,61.3056,120.2421,47.0247,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
739,116.1719,101.4794,141.2137,138.7133,135.3054,140.3308,140.7718,139.2670,156.0533,97.2003,139.2068,101.9776,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
740,103.9366,41.5322,141.6471,140.1073,140.3995,142.3521,146.4459,142.1904,232.9408,125.2197,151.1512,110.1642,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
741,56.9763,76.7795,46.1967,45.5788,46.1726,44.9774,46.0413,45.7934,117.9027,39.4674,58.0774,26.6829,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
742,14.2078,52.6867,21.3869,21.3467,20.7555,21.4569,21.6780,21.3248,15.9238,19.1918,20.0783,18.6262,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
743,156.0856,68.7078,280.7698,271.5519,277.6770,277.9281,280.3203,277.6494,305.2820,283.3663,246.7997,236.8793,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
744,27.4445,127.3971,28.1335,28.8844,28.1065,27.6882,28.7297,28.3085,34.4587,10.6769,20.9148,4.4334,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
745,318.8338,71.3411,285.6439,283.1541,283.0046,281.2826,283.2737,283.2718,270.2047,96.2124,164.9272,61.8021,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
746,42.2419,193.1580,114.4526,110.8619,112.9166,114.8364,115.2920,113.6719,136.0136,124.5292,98.8509,96.5409,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
747,66.2388,19.7613,46.0146,46.0446,46.4722,46.6377,48.5470,46.7432,94.5310,54.7188,72.0827,41.4527,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
748,23.5713,120.4825,38.0985,36.5324,36.6769,36.9712,38.0285,37.2615,41.8658,22.7762,23.0608,6.9998,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
749,16.2745,19.7370,26.0886,25.0638,26.0801,25.8977,26.3544,25.8969,60.4368,51.3302,42.6176,49.6223,                         ,0.9400,7.6678,1.8870,1.8319,1.8875,1.8782,1.8914,1.8752,2.3654,1.8695,4.0283,0.8240,[],"tensor([38.7024], device='cuda:0')"
