epoch,train,partialtrain,Rsplt1,Rsplt2,Rsplt3,Rsplt4,Rsplt5,RspltAVE,Xshft,pizeo,statY,infoY,BLANK,best_train,best_partialtrain,best_Rsplt1,best_Rsplt2,best_Rsplt3,best_Rsplt4,best_Rsplt5,best_Rsplt_AVE,best_Xshft,best_pizeo,best_statY,best_infoY,save,attack_gamma
207,397.5841,106.5686,472.7368,477.3115,488.6971,492.9053,488.6494,484.0600,939.8795,308.5512,637.8523,450.7921,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
208,33.5495,47.9960,69.6364,68.4155,68.6201,69.7593,70.5182,69.3899,113.9353,54.8866,64.3045,28.5361,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
209,237.4772,128.5720,524.5538,506.6470,540.2020,522.0683,538.6526,526.4248,1587.5251,1974.8003,1216.7081,1817.7781,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
210,233.0851,165.9636,328.6540,319.5812,338.9666,331.6975,328.2448,329.4288,511.2922,747.8010,572.3210,891.9218,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
211,584.8614,395.6583,504.9930,514.9504,499.3315,497.8521,511.9021,505.8058,470.8232,385.6185,392.7442,303.0425,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
212,47.5625,109.0226,70.9467,68.7043,71.2481,69.9281,69.5941,70.0843,85.0398,140.6229,100.6354,165.2139,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
213,437.2682,171.2626,326.6033,330.9058,323.8087,328.6881,331.7736,328.3559,471.4571,158.9285,349.5620,164.0444,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
214,20.8936,81.3529,22.6390,21.5699,22.8269,22.6689,22.0525,22.3514,42.8072,43.9974,46.7431,65.5802,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
215,85.0318,57.7898,72.3087,70.5970,71.7110,72.4518,71.7069,71.7551,146.0477,61.6370,84.8018,65.8316,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
216,102.1994,383.3195,151.0222,145.1242,154.0499,149.9376,150.8393,150.1946,120.2379,107.6537,127.2798,114.4364,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
217,39.4171,181.3725,47.7898,47.3598,49.1862,48.5765,47.9792,48.1783,56.1530,52.7494,98.3554,97.2530,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
218,51.6195,99.3403,59.6979,59.4181,58.6720,60.1706,60.4659,59.6849,64.3519,42.3092,61.1469,48.1169,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
219,706.1382,99.8426,1108.7190,1067.1160,1102.8612,1104.8070,1095.7269,1095.8460,1443.8651,1497.3234,1330.5330,1585.4207,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
220,350.0588,204.3037,365.5303,362.2092,361.6215,367.2056,370.1308,365.3395,453.1565,295.2554,396.7307,323.7926,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
221,274.5643,668.7817,260.1016,262.3489,249.6118,259.7224,266.0114,259.5592,326.7342,76.7976,263.0444,10.0720,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
222,272.8458,532.4210,274.7602,273.3391,273.4414,277.6494,280.0175,275.8415,442.7429,282.2540,322.9059,268.4775,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
223,59.2359,295.4616,41.9757,41.6124,42.4030,40.3680,42.3475,41.7413,65.6036,95.6277,77.8449,105.2513,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
224,351.9891,239.6124,418.5534,420.5411,410.8568,420.4039,429.6965,420.0103,464.5858,303.8170,354.2868,243.6429,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
225,39.1478,494.8167,35.0063,34.7016,34.0164,34.6922,35.7292,34.8291,54.5602,48.3897,62.8991,51.8327,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
226,272.8255,509.0906,274.0405,278.2593,263.9693,274.9272,292.1335,276.6660,559.2982,212.6100,359.1598,127.6518,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
227,128.0789,341.6701,142.8020,140.7538,141.7378,142.7777,144.1794,142.4501,210.7934,203.1747,193.7626,207.2560,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
228,30.9773,194.3094,28.3790,28.5297,28.4306,28.8603,29.5645,28.7528,50.9937,19.7245,28.0824,16.4355,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
229,71.4459,636.2747,112.2542,110.4180,108.7421,111.2779,112.8514,111.1087,50.6991,42.7506,48.3630,19.9825,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
230,883.3044,843.0342,1107.0631,1089.5778,1098.0491,1109.1608,1116.1199,1103.9941,1413.8691,1118.4517,1092.4504,927.0630,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
231,56.0603,1610.3250,87.3182,84.1561,90.2427,88.8561,86.1910,87.3528,179.3954,245.4577,205.9426,349.4714,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
232,159.9740,220.8486,150.1626,152.9755,151.8774,152.3401,154.2304,152.3172,166.8385,131.8456,202.0277,209.1752,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
233,25.9741,557.2725,21.0747,20.8731,20.4086,21.0714,20.4672,20.7790,29.7687,9.0260,25.3382,4.3285,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
234,5.5458,135.6654,16.6592,15.6485,16.3723,16.5701,16.5029,16.3506,26.0159,22.5508,19.5829,14.6746,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
235,1340.8845,452.3651,1525.4385,1506.3737,1497.5302,1523.5624,1559.7922,1522.5394,1900.9019,1458.9338,1524.6980,1228.3408,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
236,45.7861,936.7485,26.3538,26.8464,27.3688,27.5928,27.6981,27.1720,42.7504,25.8770,61.8741,50.9714,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
237,35.5481,78.0890,52.6049,52.1501,52.5262,52.6970,52.6645,52.5285,56.6211,32.7659,45.6783,30.9789,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
238,49.3398,146.2704,84.9626,83.6775,82.4193,85.0610,86.2805,84.4802,81.6485,32.5230,53.2997,13.3655,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
239,17.3424,146.1921,20.5620,19.4227,20.1640,19.9001,21.4543,20.3006,48.8804,51.1026,30.4085,40.6336,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
240,9.4106,91.5285,11.6210,10.9186,11.0522,11.3493,11.3983,11.2679,24.0006,20.9158,25.2980,28.5804,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
241,30.2380,131.5503,51.3009,54.2657,50.5532,55.5292,59.7066,54.2711,153.7342,25.8590,74.3090,32.8188,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
242,19.8463,61.1645,34.6127,33.9269,33.8800,34.3984,35.4507,34.4537,42.4616,22.9776,25.0566,11.3724,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
243,107.2443,140.1490,119.8876,119.0842,117.1428,120.3422,120.5893,119.4092,122.4358,93.7967,93.4631,64.8133,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
244,43.4553,238.6347,60.2878,60.1142,59.2079,61.4624,61.8890,60.5923,88.8932,78.4292,73.7104,61.4256,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
245,22.3716,173.9539,47.2628,44.9071,46.0136,46.4467,48.6270,46.6514,121.2618,67.2457,69.3500,58.4236,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
246,57.1741,152.9223,60.5576,62.5547,60.1384,61.3961,61.5149,61.2324,106.3939,43.2043,65.1839,25.6602,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
247,25.5706,155.8077,30.3707,30.5874,31.8431,31.3584,31.3730,31.1065,67.4152,108.8677,101.4381,165.4936,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
248,100.0078,45.8339,78.5786,79.6710,76.8785,78.0536,80.6460,78.7655,87.9419,17.7376,61.3463,12.9889,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
249,51.5324,58.4806,70.4245,68.1044,66.3834,70.6370,71.2374,69.3573,80.7466,56.6421,64.2050,61.1619,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
250,276.9113,496.3401,303.4013,302.4614,300.8044,306.2569,309.0023,304.3853,401.9669,371.9176,368.1420,373.1546,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
251,76.0045,634.1568,106.5816,105.0029,105.5013,104.9852,106.4650,105.7072,71.9073,31.4647,47.1536,14.4783,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
252,61.4310,148.1348,78.9632,77.3574,79.2407,78.9643,79.1996,78.7450,119.4427,135.6976,121.3045,153.5965,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
253,24.7813,69.8950,23.7572,23.7689,23.6559,23.9704,23.3595,23.7024,50.4968,13.4229,20.9790,10.4431,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
254,28.2963,195.0531,66.4053,63.3401,64.4332,64.9059,65.8739,64.9917,67.8567,64.7539,41.9323,33.3483,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
255,266.1398,496.3736,294.2163,297.6468,286.4381,296.9818,304.0872,295.8741,270.1266,299.9098,275.2609,333.5249,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
256,556.3023,306.4560,816.2781,806.1245,809.9512,809.2336,820.7695,812.4714,832.9438,910.8040,747.6779,822.2177,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
257,251.1580,784.9508,449.7108,438.0014,477.9677,455.9488,442.1624,452.7582,760.8572,1230.5955,1128.8820,1964.4371,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
258,281.5258,547.8833,414.2715,411.6899,416.9101,415.0592,420.0227,415.5907,549.4200,542.8652,468.3273,497.6897,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
259,147.9317,225.5084,165.0085,163.0866,163.5842,166.7156,166.8376,165.0465,240.7539,194.6224,198.2845,176.3115,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
260,497.7412,174.5256,632.2890,630.9867,630.9886,633.3798,637.9124,633.1113,672.1047,801.1956,614.5759,680.6255,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
261,718.8630,512.3858,860.5715,855.8015,841.9037,859.0093,870.6522,857.5876,693.2219,569.5208,549.1847,381.4298,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
262,401.3694,512.8767,496.6656,498.3062,503.6744,511.4348,520.2222,506.0607,792.9069,94.0074,419.8633,92.4452,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
263,198.3777,189.0908,158.8948,161.8974,160.1615,160.2247,163.3683,160.9094,288.9491,94.8968,162.2865,84.3985,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
264,959.9023,331.2664,987.1724,976.1056,965.7010,980.7733,1008.4340,983.6373,1528.3965,855.4877,1197.4567,764.3235,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
265,463.7128,456.2876,415.2690,416.1141,412.6795,423.0429,426.1252,418.6461,685.8014,279.4302,471.6295,285.3843,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
266,38.0377,492.5850,48.9318,48.0899,48.2457,48.2361,48.8699,48.4747,48.0307,27.5188,33.6054,14.5413,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
267,102.4282,382.2094,124.7639,123.7794,127.8459,125.4524,125.0525,125.3788,180.3787,290.4911,227.0766,376.6835,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
268,56.0542,695.1019,98.9063,98.3772,96.3574,96.1546,102.4713,98.4534,137.2563,131.4145,90.1486,82.2375,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
269,246.1286,90.9579,238.7826,235.3198,238.8069,237.6622,244.6486,239.0440,297.1137,84.9577,160.1738,45.7788,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
270,227.5095,673.0558,376.6159,364.8979,379.9684,373.8028,371.1261,373.2822,452.7378,564.4099,440.2909,546.8665,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
271,349.6960,1158.3144,297.3076,275.3835,270.7729,273.4150,283.5329,280.0824,264.6405,68.7221,447.5657,21.1452,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
272,1821.4378,157.7334,1364.6704,1389.1163,1339.5629,1367.6617,1405.6366,1373.3296,1794.4055,316.3999,1305.7163,42.6188,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
273,86.8216,332.8791,59.1852,58.1717,57.9265,59.2876,61.5184,59.2179,140.9819,38.0769,110.9333,43.6181,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
274,116.8605,78.2090,102.0655,104.5236,100.8736,102.2158,106.6497,103.2656,122.3054,37.6385,94.9233,5.0371,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
275,162.1732,177.9918,322.5409,310.8969,315.6898,319.8424,324.6285,318.7197,331.4959,284.6869,276.3302,211.5228,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
276,1.6058,210.1617,3.5320,3.4495,3.4433,3.5549,3.5495,3.5058,4.3711,1.9300,4.4266,3.4982,                         ,1.6058,38.8962,3.5320,3.4495,3.4433,3.5549,3.5495,3.5058,4.3711,1.8695,4.4266,1.5131,"['Rsplt1', 'Rsplt2', 'Rsplt3', 'Rsplt4', 'Rsplt5', 'Xshft', 'statY', 'Train', 'Rsplt_AVE']","tensor([38.7024], device='cuda:0')"
277,91.8850,147.5013,116.6364,115.2176,117.4380,118.2592,118.7496,117.2602,190.6402,206.2427,181.0766,216.2377,                         ,1.6058,38.8962,3.5320,3.4495,3.4433,3.5549,3.5495,3.5058,4.3711,1.8695,4.4266,1.5131,[],"tensor([38.7024], device='cuda:0')"
278,90.2532,712.6718,81.9145,77.9877,78.1270,78.6518,81.7447,79.6851,131.4642,68.8066,92.4158,31.1266,                         ,1.6058,38.8962,3.5320,3.4495,3.4433,3.5549,3.5495,3.5058,4.3711,1.8695,4.4266,1.5131,[],"tensor([38.7024], device='cuda:0')"
279,503.4427,109.3536,786.6231,773.2920,781.2169,783.6910,783.8614,781.7369,753.8981,864.8739,782.0775,870.1804,                         ,1.6058,38.8962,3.5320,3.4495,3.4433,3.5549,3.5495,3.5058,4.3711,1.8695,4.4266,1.5131,[],"tensor([38.7024], device='cuda:0')"
280,13.4306,294.1147,12.2038,12.3502,12.6419,12.6210,12.8734,12.5381,21.8103,25.9806,27.4566,50.0715,                         ,1.6058,38.8962,3.5320,3.4495,3.4433,3.5549,3.5495,3.5058,4.3711,1.8695,4.4266,1.5131,[],"tensor([38.7024], device='cuda:0')"
281,159.5790,77.2348,228.8533,225.7902,224.6414,227.8668,230.2038,227.4711,194.2592,140.3497,150.2661,100.2977,                         ,1.6058,38.8962,3.5320,3.4495,3.4433,3.5549,3.5495,3.5058,4.3711,1.8695,4.4266,1.5131,[],"tensor([38.7024], device='cuda:0')"
282,16.2729,105.4466,20.0691,20.0511,19.5188,19.8292,21.1155,20.1168,18.6747,6.6838,22.1251,17.1693,                         ,1.6058,38.8962,3.5320,3.4495,3.4433,3.5549,3.5495,3.5058,4.3711,1.8695,4.4266,1.5131,[],"tensor([38.7024], device='cuda:0')"
283,160.3406,124.5975,123.5720,122.0521,119.5820,119.9658,127.1717,122.4687,173.6309,63.9197,161.7170,53.7577,                         ,1.6058,38.8962,3.5320,3.4495,3.4433,3.5549,3.5495,3.5058,4.3711,1.8695,4.4266,1.5131,[],"tensor([38.7024], device='cuda:0')"
284,94.9535,135.7254,147.4425,142.3829,146.5694,145.0811,149.3847,146.1721,227.0978,183.3428,170.0948,155.5458,                         ,1.6058,38.8962,3.5320,3.4495,3.4433,3.5549,3.5495,3.5058,4.3711,1.8695,4.4266,1.5131,[],"tensor([38.7024], device='cuda:0')"
285,37.8189,82.4554,32.6469,30.7481,32.1149,32.5123,31.9462,31.9937,64.3798,42.0750,54.4976,52.6871,                         ,1.6058,38.8962,3.5320,3.4495,3.4433,3.5549,3.5495,3.5058,4.3711,1.8695,4.4266,1.5131,[],"tensor([38.7024], device='cuda:0')"
286,175.5944,360.3949,185.7861,184.5761,181.9517,186.7788,186.1573,185.0500,193.0160,105.0170,137.3926,46.3941,                         ,1.6058,38.8962,3.5320,3.4495,3.4433,3.5549,3.5495,3.5058,4.3711,1.8695,4.4266,1.5131,[],"tensor([38.7024], device='cuda:0')"
287,92.0994,118.1989,90.8574,91.0285,90.8921,93.1765,93.8588,91.9627,156.4638,72.7762,113.0440,59.5295,                         ,1.6058,38.8962,3.5320,3.4495,3.4433,3.5549,3.5495,3.5058,4.3711,1.8695,4.4266,1.5131,[],"tensor([38.7024], device='cuda:0')"
288,347.7100,374.1555,346.6423,340.0837,341.8224,340.6505,346.6371,343.1672,368.6438,134.9396,237.2733,86.6779,                         ,1.6058,38.8962,3.5320,3.4495,3.4433,3.5549,3.5495,3.5058,4.3711,1.8695,4.4266,1.5131,[],"tensor([38.7024], device='cuda:0')"
289,111.9150,279.6141,145.7251,144.6280,141.8973,145.5532,148.3344,145.2276,122.0114,50.2719,95.8852,26.1207,                         ,1.6058,38.8962,3.5320,3.4495,3.4433,3.5549,3.5495,3.5058,4.3711,1.8695,4.4266,1.5131,[],"tensor([38.7024], device='cuda:0')"
290,210.0666,292.8284,221.0032,219.5523,219.1835,219.9446,221.5500,220.2467,267.3570,269.3555,262.0993,298.7757,                         ,1.6058,38.8962,3.5320,3.4495,3.4433,3.5549,3.5495,3.5058,4.3711,1.8695,4.4266,1.5131,[],"tensor([38.7024], device='cuda:0')"
291,133.0569,316.2577,220.0412,217.9760,211.8953,223.5332,221.8888,219.0669,126.4424,89.7695,104.5214,50.0669,                         ,1.6058,38.8962,3.5320,3.4495,3.4433,3.5549,3.5495,3.5058,4.3711,1.8695,4.4266,1.5131,[],"tensor([38.7024], device='cuda:0')"
292,116.5587,112.7020,116.1047,116.3983,113.4292,117.1613,118.4985,116.3184,80.6188,151.1844,122.2434,170.9669,                         ,1.6058,38.8962,3.5320,3.4495,3.4433,3.5549,3.5495,3.5058,4.3711,1.8695,4.4266,1.5131,[],"tensor([38.7024], device='cuda:0')"
293,82.1112,368.6842,177.8111,175.2696,170.5876,176.0804,178.0017,175.5501,120.9013,101.8568,96.8753,61.8351,                         ,1.6058,38.8962,3.5320,3.4495,3.4433,3.5549,3.5495,3.5058,4.3711,1.8695,4.4266,1.5131,[],"tensor([38.7024], device='cuda:0')"
294,437.5845,437.3526,755.1746,752.2610,737.9503,759.5997,799.8501,760.9671,2145.0596,881.8980,1098.1532,726.9506,                         ,1.6058,38.8962,3.5320,3.4495,3.4433,3.5549,3.5495,3.5058,4.3711,1.8695,4.4266,1.5131,[],"tensor([38.7024], device='cuda:0')"
295,35.8137,581.2257,35.5355,34.5694,34.5698,35.2657,36.7971,35.3475,58.0549,33.9161,47.2983,41.4265,                         ,1.6058,38.8962,3.5320,3.4495,3.4433,3.5549,3.5495,3.5058,4.3711,1.8695,4.4266,1.5131,[],"tensor([38.7024], device='cuda:0')"
296,33.1720,176.5808,35.6891,35.9617,34.7213,35.8702,37.3494,35.9183,39.6036,25.2146,35.7878,31.2997,                         ,1.6058,38.8962,3.5320,3.4495,3.4433,3.5549,3.5495,3.5058,4.3711,1.8695,4.4266,1.5131,[],"tensor([38.7024], device='cuda:0')"
297,2.7870,264.8051,4.4706,4.2984,4.2648,4.3577,4.4150,4.3613,7.4007,5.1765,6.8154,8.6643,                         ,1.6058,38.8962,3.5320,3.4495,3.4433,3.5549,3.5495,3.5058,4.3711,1.8695,4.4266,1.5131,[],"tensor([38.7024], device='cuda:0')"
298,45.7772,244.1652,52.5230,53.1845,51.2547,52.1971,53.5468,52.5412,37.2598,12.0520,26.5246,2.1623,                         ,1.6058,38.8962,3.5320,3.4495,3.4433,3.5549,3.5495,3.5058,4.3711,1.8695,4.4266,1.5131,[],"tensor([38.7024], device='cuda:0')"
